id,text
29,"Wageningen Academic Publishers

Wageningen Academic Publishers is a publishing company in the field of life sciences that publishes scientific journals as well as monographs textbooks and proceedings. The company was founded in 2002 as successor of Wageningen Pers. The company publishes books in the fields of animal food social plant and environmental sciences."
30,"Nasa help for stem cell study UK tissue engineering experts are teaming up with NASA to find treatments for diseases back on Earth.

Nasa help for stem cell study UK tissue engineering experts are teaming up with NASA to find treatments for diseases back on Earth."
31,"Grinnell Aeroplane

The Grinnell Aeroplane Company was an American aircraft manufacturer based in Grinnell Iowa that built aircraft prior to World War I."
32,"Does echinacea really help prevent colds?

Well, there appears to be some controvery about this.  While some people swear by the stuff, others say that it has no real effect on overcoming a cold.  \nHere are some links, one of which is from a National Institute of Health study.  I hope these help you decide whether to head to the health store or not."
33,"Some VoIP calls being blocked Some Net phone users who are also broadband subscribers aren't receiving incoming calls. AT #38;T plans to release patch.

Some VoIP calls being blocked Some Net phone users who are also broadband subscribers aren't receiving incoming calls. AT #38;T plans to release patch."
34,"Archimage

Archimage is a Houston-based visual arts studio that has used its experience in computer-based architecture to specialize in Serious Video Game development for the medial research community. Archimage created Escape From Diab and Nanoswarm: Invasion from Inner Space two multi-million dollar PC games funded by the National Institutes of Health to combat obesity and type 2 diabetes in children.[citation needed]"
35,"What does RSS means ?

It means Really Simple Syndication or Rich Site Summary. Dave Winer has a claim to the paternity."
36,"Trans Tech

Trans Tech Bus a division of Transportation Collaborative Inc. is an American manufacturer of conventional and environmentally friendly electric Type A school buses. Established in 2007 as a successor to the defunct U.S. Bus Corporation the company produces Type A & Type A-II School Buses and various models of commercial buses all built on cutaway vehicle chassis."
37,"Why is it considered unlucky to open an umbrella indoors?

Possibly because African royalty used umbrellas as protection from the sun, and opening one in the shade was considered an insult to the sun god. Opening it indoors was also taboo."
38,"Post Bank of Iran

Post Bank of Iran (Persian: پست بانک ایران‎) is an Iranian bank."
39,"PolyGram

PolyGram was the name of the major label recording company started by Philips as a holding company for its music interests in 1945. In 1999 it was sold to Seagram and merged with Universal Music Group."
40,"Is it important to send a thank you note after an interview?

It is a nice touch, even in a casual workplace, to get the business cards of people you interview with, and send them a quick email thank you note. Although it will not sway the decision of that particular job, if there's another job that the person knows about, they will remember you and have your email in their inbox to contact you about it.  Just be brief, and don't make it sound like a form letter."
41,"Companies Approve New High-Capacity Disc Format (Reuters) Reuters - A group of consumer electronics\makers said on Wednesday they approved the format for a new\generation of discs that can store five times the data of DVDs\at the same cost -- enough to put a full season of ""The\Sopranos"" on one disc.

Companies Approve New High-Capacity Disc Format (Reuters) Reuters - A group of consumer electronics\makers said on Wednesday they approved the format for a new\generation of discs that can store five times the data of DVDs\at the same cost -- enough to put a full season of ""The\Sopranos"" on one disc."
42,"HP replaces three senior executives Company follows up on promise of ""immediate management changes"" after disappointing earnings report, CNET News.com has learned.

HP replaces three senior executives Company follows up on promise of ""immediate management changes"" after disappointing earnings report, CNET News.com has learned."
43,"What are the advantages of a compact crankset over a triple on a bicycle?

The main advantage is that the compact crankset gearing is much closer to the high cadence riding that is the current trend in modern cycling.  With a standard triple crank you have 30/42/52 chainrings, from which most people use the 42 and 30 rings.  The 30 is a little too short for most hilly rides, and basically you're spinning super fast to get up a hill.  The 42 is   a bit too small for barrelling down a hill, and the 52 is so steep that it's rarely being used.\n\nThe compact crankset has 50 and 34 tooth gears which are theoretically better for the way most cyclists ride today.  The 34 gives you short enough gearing to get up big hills but is not quite as short as the granny gear on the triple, and the 50 gives you the speed in a manageable dose.\n\nA couple things to consider, though.  In order to switch to a double compact, you need to replace a fair number of components, including the bottom bracket, cranks, rear derailleur (optional but highly recommended), front derailleur and possibly your left shifter.  You might be able to get what you want from switching out the cassette on your bike, which is of course a lot cheaper."
44,"United Artists

United Artists Corporation (UA) is an American film studio. The original studio using of that name was founded in 1919 by D. W. Griffith Charlie Chaplin Mary Pickford and Douglas Fairbanks with the intention of controlling their own interests rather than depending upon the powerful commercial studios.The current United Artists formed in November 2006 under a partnership between producer/actor Tom Cruise and his production partner Paula Wagner and Metro-Goldwyn-Mayer."
45,"Travel Column: Offsetting Air Travel's Greenhouse Impact Global warming is threatening travel destinations worldwide. What's more, travelers themselves are contributing to it. Find out what you can do about it.

Travel Column: Offsetting Air Travel's Greenhouse Impact Global warming is threatening travel destinations worldwide. What's more, travelers themselves are contributing to it. Find out what you can do about it."
46,"Do Studio

Do Studio is a Computer animation studio based in El Salvador. The studio was founded in 2007 by Sergio Rosa aiming to create state-of-the-art CGI animation for 3D Cinema TV commercials Web and short films."
47,"Navigenics

Navigenics Inc. is a privately held personal genomics company based in Foster City California that uses genetic testing to help people determine their individual risk for dozens of health conditions.The company is recognized as starting the personalized medicine revolution and remains part of the growing personal genomics industry which offers genetic scans and analysis to individuals and physicians for a variety of applications."
48,"Is this the end of the housing boom? For October, existing home sales was down while new home sales surged.?

I think there is a lag in new home sales and the closings in October really were under contract in Aug and September, thus November numbers should be down dramatically even after seasonal adjustment. Rates will undoubtedly go up again at the next meeting, but with the advent of so many new mortgage products (interest only, reverse mortgage, etc.) money is still relatively easy but definitly more risky. I expect volume levels to slow, prices to flatten across most of the US but do not see a big drop in prices unless rates get above 8%."
49,"Can someone direct to me to a good site about volcanoes?

This site has the answer you are looking for:    http://www.infoplease.com/ipa/A0197833.html    Many more resources below..."
50,"Microsoft plugs hole in Exchange The patch fixes a flaw in the e-mail server software that could be used to get access to in-boxes and information.

Microsoft plugs hole in Exchange The patch fixes a flaw in the e-mail server software that could be used to get access to in-boxes and information."
51,"U.S. Barred From Weakening Dolphin Rules (AP) AP - In a victory for environmentalists, a federal judge ruled Tuesday that the Bush administration cannot change the standards commercial fisheries must meet before the tuna they catch can carry the ""dolphin-safe"" label.

U.S. Barred From Weakening Dolphin Rules (AP) AP - In a victory for environmentalists, a federal judge ruled Tuesday that the Bush administration cannot change the standards commercial fisheries must meet before the tuna they catch can carry the ""dolphin-safe"" label."
52,"Lenovo revenue grows, but problems persist China's largest PC maker sees surge in profits but loses market share to multinational companies.

Lenovo revenue grows, but problems persist China's largest PC maker sees surge in profits but loses market share to multinational companies."
53,"Where is the nearest US post office in Se 5th Ave, Portland?

204 SW 5th AVE  Portland, OR 97204-1897     Phone: (800) ASK-USPS    Fax: (503) 294-7892                              1020 SE 7th AVE  Portland, OR 97214-9998      Phone: (800) ASK-USPS     Fax: (503) 231-8715"
54,"What is the difference between Notepad and WordPad?

Wordpad allows to save in RTF format, which allows such enhancements to the document as bold/italic text and bulleted lists."
55,"Open Source Apps Developer SugarCRM Releases Sugar.Sales 1.1 (TechWeb) TechWeb - News - August 13, 2004

Open Source Apps Developer SugarCRM Releases Sugar.Sales 1.1 (TechWeb) TechWeb - News - August 13, 2004"
56,"Mauritanian Capital Battles Locust Swarm (AP) AP - Residents burned tires and trash in the streets Thursday trying to drive off swarms of locusts descending on the region in what a U.N. agency called the worst sub-Saharan invasion in more than a decade.

Mauritanian Capital Battles Locust Swarm (AP) AP - Residents burned tires and trash in the streets Thursday trying to drive off swarms of locusts descending on the region in what a U.N. agency called the worst sub-Saharan invasion in more than a decade."
57,"Natural Sunblock: Sun Dims in Strange Ways (SPACE.com) SPACE.com - When Venus crossed the Sun June 8, showing up as a clear black dot to the delight of millions of skywatchers around the world, astronomers noted something less obvious: The amount of sunlight reaching Earth dipped by 0.1 percent for a few hours.

Natural Sunblock: Sun Dims in Strange Ways (SPACE.com) SPACE.com - When Venus crossed the Sun June 8, showing up as a clear black dot to the delight of millions of skywatchers around the world, astronomers noted something less obvious: The amount of sunlight reaching Earth dipped by 0.1 percent for a few hours."
58,"Lost Sleep Leads to Health Problems Advice on how to get a good night's slumber and avoid future heart trouble    HealthDayNews -- Lack of sleep can cause more than drowsiness; it can contribute to a number of health problems.    Short-term effects of lack of sleep include increases in blood pressure and levels of stress hormones, according to an article in the August issue of the Harvard Heart Letter...

Lost Sleep Leads to Health Problems Advice on how to get a good night's slumber and avoid future heart trouble    HealthDayNews -- Lack of sleep can cause more than drowsiness; it can contribute to a number of health problems.    Short-term effects of lack of sleep include increases in blood pressure and levels of stress hormones, according to an article in the August issue of the Harvard Heart Letter..."
59,"IT Myth 5: Most IT projects fail Do most IT projects fail? Some point to the number of giant consultancies such as IBM Global Services, Capgemini, and Sapient, who feed off bad experiences encountered by enterprises. Sapient is a company founded on the realization that IT projects are not successful, says Sapient CTO Ben Gaucherin.

IT Myth 5: Most IT projects fail Do most IT projects fail? Some point to the number of giant consultancies such as IBM Global Services, Capgemini, and Sapient, who feed off bad experiences encountered by enterprises. Sapient is a company founded on the realization that IT projects are not successful, says Sapient CTO Ben Gaucherin."
60,"Who had the shortest celebrity marriage?

Well, if you overlook one tiny but technical detail (Zsa Zsa Gabor was still married to husband #7) then Mrs. Gabor's marriage to husband #8 was shorter than Britney's. \n\nBritney's was 48 hours, while Mrs. Gabor's was just a day."
61,"Why are blueberries so good for your health?

Blueberries are high in anti-oxidants. Also, they are low in saturated fat, cholesterol and sodium. They are a good source of dietary fiber, vitamins C and K and manganese."
62,"AOL, Yahoo Add New Antispam Tools Services try different approaches to sender authentication to halt spam.

AOL, Yahoo Add New Antispam Tools Services try different approaches to sender authentication to halt spam."
63,"Switching Titles, if Not Gears, at Dell Kevin B. Rollins, the new chief executive of Dell, talks about Dell's transitory slip in customer service, and why he sees a broader technology recovery taking place.

Switching Titles, if Not Gears, at Dell Kevin B. Rollins, the new chief executive of Dell, talks about Dell's transitory slip in customer service, and why he sees a broader technology recovery taking place."
64,"What is the oldest magazine that is still in circulation?

Arguably, The Scots Magazine, published first in 1739."
65,"Baxter International

Baxter International Inc. is an American health care company with headquarters in Deerfield Illinois. The company primarily focuses on products to treat hemophilia kidney disease immune disorders and other chronic and acute medical conditions. The company had 2011 sales of $13.9 billion across two businesses: BioScience and Medical Products (in October 2010 the company combined its Medication Delivery and Renal business into a single global business unit Medical Products)."
66,"SDRC

SDRC (Structural Dynamics Research Corporation) was a leading company specializing in MCAE (Mechanical Computer Aided Engineering) and PLM (Product Lifecycle Management) software."
67,"Jowfe Oil Technology

Jowfe Oil Technology (JOT) is a state-owned Libyan petroleum services company providing oilfield chemicals and drilling equipment. JOT was founded in 1983 and registered under no. 7102 as a service company owned by the National Oil Corporation (NOC)."
68,"Google IPO: Type in 'confusing,' 'secrecy' I've submitted my bid to buy shares of Google Inc. in the computer search company's giant auction-style initial public offering. That could turn out to be the good news or the bad news.

Google IPO: Type in 'confusing,' 'secrecy' I've submitted my bid to buy shares of Google Inc. in the computer search company's giant auction-style initial public offering. That could turn out to be the good news or the bad news."
69,"do i need to pay tax before filing tax return if i sell my ISO stock options this year?

As you may know, NQSO (non qualifying stock options) have tax withheld at source as soon as you exercise, so theoretically you don't have to pay any estimated tax on NQSO exercises/sales (although see * below).\n\nWith Incentive Stock Options (ISO) though, the situation is quite different.\n\nIt sounds like you plan to exercise and sell your ISOs on the same day.  If so, then this is what's called a ""disqualifying disposition"".  In other words, you will be liable for ordinary income tax on the spread (sale price - exercise price).  \n\nIn general, the IRS wants you to pay tax in the quarter in which the related income is earned.  So you theoretically should pay the estimated tax at your standard income tax rate in the same quarter you exercise and sell ISOs.  You do this by filing an Estimated Tax payment.\n\n\nHowever, there is a way to postpone filing these taxes until your normal April next year tax return.     The following information is sourced from See http://www.fool.com/school/taxes/taxes35.htm. \n\n1.  The simplest way is just to suck it up and not worry about paying a penalty for underpayment of taxes.  Depending on how much you think you can earn on your money, and when you were supposed to pay the tax, this may be a win for you (this used to happen a lot during the dotcom/IPO days of 1999-2000).  Be wary though that you probably can't keep doing this year after year without the IRS getting on your case. \n\n2.  Alternatively, you can avoid the underpayment penalty *if* any of the following are true\n\na) you owed no tax at all in the prior tax year (and were a US citizen/resident for all of that year)\n\nb) you expect to owe less than $1000 in tax this year (unlikely, since you're exercising ISOs)\n\nc) your ordinary income tax withholding (e.g. from your wages and/or NQSO exercise) will exceed 90% of this year's tax bill.  This may happen if your ISO exercise/sale is less than around 10% of your total income for the year.\n\nd) your ordinary income tax withholding (from wages and/or NQSO) is greater than 100% of your last year's tax liability and your previous year's Adjusted Gross Income was < $150,000.   If your previous year's AGI was >= $150,000 (lucky you), then you need to pay at least 110% of last year's tax liability in order to avoid a tax underpayment penalty.\n\n\n\nClear?  As mud?\nOption d) is usually the easiest one to satisfy if you're making a large ISO exercise in this year only, particularly if you got a raise this year and are hence paying more taxes than last year anyway.\n\nHowever, you may also want to consider whether you should do an exercise and hold (for 1 year) to pay long term capital gains tax (15%) instead of your ordinary W2 income tax rate (probably 25-35%).  \n\nIf you do, you will *still* be subject to tax this year, due to the dreaded AMT (Alternative Minimum Tax), but you can use that AMT tax liability as a credit for future years when your AMT is less than your ordinary income tax.  However, that's a topic for a whole 'nother question/answer.   \n\n\n* Even with NQSOs, if the amount held at source is less than your eventual tax rate for the year,  you may be subject to tax penalties unless you meet one of the exceptions listed in a) through d) above."
70,"National Academies Forum

The National Academies Forum was replaced in May 2010 by the Australian Council of Learned Academies.The National Academies Forum was established in 1995 as the peak organisation for the four Australian learned academies. It represents: Academy of the Social Sciences in Australia Australian Academy of Science Australian Academy of Technological Sciences and Engineering Australian Academy of the HumanitiesThe current President is Prof."
71,"What is the difference between networking and pyramiding?

Networking is interconnecting with other people and talk to them about the business or the product.  People use the product and recommend it to other people.  The product or business gets recognized by word of mouth.\n\nPyramiding is scam.  Pyramiding is when a group asks you for money having the chance to profit from other people's payment who would be joining later.\n\nPyramiding is very common in the Philippines."
72,"Google IPO Moves Ahead Despite Playboy Interview Google Inc. (GOOG) forged ahead with its IPO auction Friday, even as the online search engine leader acknowledged a newly published magazine interview with its founders contained misleading information.

Google IPO Moves Ahead Despite Playboy Interview Google Inc. (GOOG) forged ahead with its IPO auction Friday, even as the online search engine leader acknowledged a newly published magazine interview with its founders contained misleading information."
73,"How can I cure my hiccups?

This is to expand on another person's answer, which was correct but missing some important steps or explanation.  This cure is a bonafide medical and scientific cure.  The get rid of hiccups, you must deprive oxygen from the muscle that is causing hiccups. No oxygen to that muscle, it can't burn energy, no energy, no hiccups.\n\nSo what needs to be done is to simulate DROWNING.  We must trick the body to think it is drowning.  This will cause it to divert oxygen from unimportant parts of the body, like that muscle causing hiccups, to more important parts like the heart, the brain, the organs, etc.  \n\nSo...take a glass of water, slowly exhale.  Pinch your nose.  Take about 5 or 6 sips of water (or more until you can't take it any longer) from the glass...making sure you are taking in WATER ONLY. Do NOT sip any air along with the water.  Stop.  \n\nHold your breath for a few seconds, and inhale slowly. The hiccups should disappear. If not repeat.  \n\nI have found this works 90% of the time.  It only fails to work if there really is something stuck in your throat that really needs to be expelled by hiccups or coughing, or drinking lots of water."
74,"Apple puts edit tools in one basket Bundle of professional video editing applications includes new Motion special-effects software.

Apple puts edit tools in one basket Bundle of professional video editing applications includes new Motion special-effects software."
75,"What's Cool In the Pool ... ... And Hot On the Deck Americans are spending more on tricking out the places where they swim. Here's a look at the new wave of accessories

What's Cool In the Pool ... ... And Hot On the Deck Americans are spending more on tricking out the places where they swim. Here's a look at the new wave of accessories"
76,"Shell 'could be target for Total' Oil giant Shell could be bracing itself for a takeover attempt, possibly from French rival Total, a  press report claims.

Shell 'could be target for Total' Oil giant Shell could be bracing itself for a takeover attempt, possibly from French rival Total, a  press report claims."
77,"Why doesn't the NBA implement a minor leagues?

The NBA does have minor leagues - they're called the CBA, and the International leagues. :)\nSeriously - because viewers seem to value explosiveness over efficiency, I think we're seeing a major shift in the average age of NBA players towards young athletes that are quicker, high-flying and more resilient to injury. I wouldn't be surprised at all if by the end of this decade the average age of the league allstars is well under 25."
78,"'SP2' a Must With XP Use Service Pack 2, ""SP2"" for short, aims to stop viruses, worms, browser hijackings and worse by including security features that people have to add and adjust on their own. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Rob Pegoraro&lt;/b&gt;&lt;/font&gt;

'SP2' a Must With XP Use Service Pack 2, ""SP2"" for short, aims to stop viruses, worms, browser hijackings and worse by including security features that people have to add and adjust on their own. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Rob Pegoraro&lt;/b&gt;&lt;/font&gt;"
79,"What does ""folksonomy"" mean?

Folksonomy is a word formed from a combination of ""folk"" and ""taxonomy"".  It's a recently developed concept of the general public categorizing information according to what's most useful for the masses, and is considered in opposition to the sometimes more formal classification systems created by an entity such as the Library of Congress or Yahoo!.\n\nFolksonomies are often implemented using tags.  An advantage of tags over a hierarchical taxonomy is that it's easy to apply multiple tags to a single item, rather than having to decide which category to place the item in."
80,"How many countries and territories are there in the world?

There are 193 countries in the world. \n\nhttp://geography.about.com/library/misc/blnationalcapitals.htm\n\nThere are 61 territories and 6 disputed territories.\n\nhttp://www.infoplease.com/ipa/A0762461.html"
81,"Ancient Olympics Mixed Naked Sports, Pagan Partying Nude athletes, performance-enhancing lizard meat, and animal sacrifices are just a few of the things that separate the ancient Olympics from the modern games, says the author of &lt;i&gt;The Naked Olympics.&lt;/i&gt;

Ancient Olympics Mixed Naked Sports, Pagan Partying Nude athletes, performance-enhancing lizard meat, and animal sacrifices are just a few of the things that separate the ancient Olympics from the modern games, says the author of &lt;i&gt;The Naked Olympics.&lt;/i&gt;"
82,"U.K.'s NHS taps Gartner to help plan \$9B IT overhaul LONDON -- The U.K.'s National Health Service (NHS) has tapped IT researcher Gartner Inc. to provide market intelligence services as the health organization forges ahead with a mammoth, 5 billion (\$9.2 billion) project to upgrade its information technology infrastructure.

U.K.'s NHS taps Gartner to help plan \$9B IT overhaul LONDON -- The U.K.'s National Health Service (NHS) has tapped IT researcher Gartner Inc. to provide market intelligence services as the health organization forges ahead with a mammoth, 5 billion (\$9.2 billion) project to upgrade its information technology infrastructure."
