id,text
46,A day on Venus is longer than its entire year.
47,The word for the fear of long words is hippopotomonstrosesquippedaliophobia.
48,Honeybees can be trained to detect landmines and explosives.
49,The surface area of your lungs is roughly the same size as a tennis court.
50,Sloths can take up to a month to completely digest a single meal.
51,A bolt of lightning is five times hotter than the surface of the sun.
52,Ancient Romans used to wash their clothes in human urine to remove stains.
53,The tiny pocket in your jeans was originally designed to hold a pocket watch.
54,A single teaspoon of a neutron star would weigh about six billion tons.
55,Wombat droppings are shaped like cubes to stop them from rolling away.
56,Your ears and nose never stop growing throughout your entire life.
57,Tigers have striped skin as well as striped fur.
58,The heart of a blue whale is so large that a human could swim through its arteries.
59,Sea otters have a specialized pocket of skin under their forearms to store their favorite rocks.
60,Every human spent about half an hour of their life as a single cell.
61,There are more trees on Earth than there are stars in the Milky Way galaxy.
62,The total weight of all the ants on Earth is roughly equal to the weight of all humans.
63,Bananas grow toward the sun which is why they have a curved shape.
64,The fingerprints of koalas are so human-like that they have confused forensic experts at crime scenes.
65,Vatican City is the smallest country in the world covering less than half a square kilometer.
66,The first product to ever have a barcode was a pack of Wrigley’s chewing gum.
67,Dolphins give each other unique names that they use to call one another.
68,A group of flamingos is referred to as a flamboyance.
69,The majority of the oxygen on Earth is produced by the ocean rather than rainforests.
70,A group of flamingos is referred to as a flamboyance.
71,Polar bear fur is not actually white but transparent and hollow.
72,Your stomach produces a new layer of mucus every two weeks so it doesn't digest itself.
73,There is a species of jellyfish that can hit the reset button and live forever.
74,The inventor of the Frisbee was turned into a Frisbee after he was cremated.
75,Cows have best friends and experience stress when they are separated from them.
76,It is physically impossible for a pig to look up into the sky.
77,The average person will produce enough saliva in their lifetime to fill two swimming pools.
78,The shortest war in human history lasted only thirty eight minutes.
79,The Great Wall of China is held together by sticky rice mortar.
80,Butterflies taste with their feet to find host plants for their eggs.
81,The first person convicted of speeding was going eight miles per hour.
82,A crocodile cannot stick its tongue out because it is attached to the roof of its mouth.
83,The moon is drifting away from Earth at a rate of about four centimeters per year.
84,Koalas sleep for up to twenty-two hours a day to conserve energy.
85,The inventor of the Pringles can is buried in one.
86,Human hair and fingernails are made of the same protein called keratin.
87,A bolt of lightning is large enough to toast one hundred thousand slices of bread.
88,The world's oldest living land animal is a tortoise named Jonathan born in 1832.
89,Elephants are the only mammals that cannot jump.
90,The surface of a human lung is roughly the same size as a tennis court.
91,A single strand of spider silk is thinner than a human hair but stronger than steel.
92,The average person spends six months of their life waiting for red lights to turn green.
93,Bees can fly higher than Mount Everest.
94,The king of hearts is the only king in a deck of cards without a mustache.
95,A group of owls is called a parliament.
96,Sharks have been on Earth for longer than trees and Saturn's rings.
97,The original name for the search engine Google was Backrub.
98,A jumbo jet uses four thousand liters of fuel just to take off.
99,The human body contains enough carbon to lead nine thousand pencils.
100,Rats laugh when they are tickled but the sound is too high for humans to hear.
101,The state of Florida is actually larger than the country of England.
102,An adult human has two thousand to four thousand taste buds.
103,The first computer mouse was made of wood.
104,Water makes a different sound depending on whether it is hot or cold.
105,The small space between your eyebrows is called the glabella.
106,A hummingbird weighs less than a penny.
107,The city of Istanbul is the only city in the world located on two continents.
108,There are more life forms living on your skin than there are people on the planet.
109,A snail can sleep for up to three years.
110,The dot over the lowercase letter i is called a tittle.
111,The word muscle comes from a Latin term meaning little mouse.
112,Most of the dust in your home is actually dead skin cells.
113,Venus is the only planet in our solar system that rotates clockwise.
114,There are no bridges over the Amazon River.
115,The Great Wall of China is held together by sticky rice mortar.
116,The first movie trailer ever shown was in 1913 for a musical called The Pleasure Seekers.
117,"A bolt of lightning contains enough energy to toast 100,000 slices of bread."
118,The wood frog can hold its pee for up to eight months during the winter.
119,Most wasabi used in restaurants is actually horseradish with green food coloring.
120,The gold in the Earth's core is enough to cover the entire planet in a layer 1.5 feet thick.
121,An octopus has three hearts.
122,The tongue of a woodpecker wraps around its brain to protect it from the impact of pecking.
123,A single strand of spaghetti is technically called a spaghetto.
124,The first person to survive going over Niagara Falls in a barrel was a 63-year-old schoolteacher.
125,Human saliva contains a natural painkiller called opiorphin that is six times more powerful than morphine.
126,The metal part on the end of a pencil that holds the eraser is called a ferrule.
127,There is a permanent thunderstorm in Venezuela that flashes 28 times per minute.
128,There is a permanent thunderstorm in Venezuela that flashes 28 times per minute.
129,Pineapples take about two years to grow to their full size.
130,Some turtles can breathe through their butts during hibernation.
131,"The moon is shaped like a lemon, with bulges at its poles and equator."
132,"A ""butt"" is a traditional unit of volume for wine and whiskey, equal to about 126 gallons."
133,Lobsters used to be so cheap and plentiful that they were served to prisoners and used as fertilizer.
134,Your brain uses about 20 percent of your body's total energy and oxygen.
135,The blob of toothpaste that sits on your toothbrush is called a nudle.
136,There are more possible ways to shuffle a standard deck of cards than there are atoms on Earth.
137,The world's largest desert is actually Antarctica.
138,"A bolt of lightning can reach a temperature of 30,000 kelvins."
139,The average person walks past at least 36 murderers in their lifetime.
140,There is enough DNA in your body to stretch from the Sun to Pluto and back 17 times.
141,"The word ""gymnastics"" comes from the Ancient Greek word ""gymnos,"" which means naked."
142,"Bulls are color-blind to red; they react to the movement of the cape, not the color."
143,The tiny plastic tip at the end of a shoelace is called an aglet.
144,"A cow produces about 200,000 glasses of milk in its lifetime."
145,The total number of keys on a standard piano is 88.
146,Honeybees can recognize human faces.
147,The scent of pumpkin pie is proven to be an aphrodisiac for men.
148,Mount Everest is not the tallest mountain on Earth if measured from base to peak; that honor goes to Mauna Kea.
149,Wombats have extra-thick skin on their backsides to protect them from predators in burrows.
150,The first alarm clock could only ring at 4 a.m.
151,It takes a drop of water 90 days to travel the entire length of the Mississippi River.
152,The giant squid has the largest eyes of any animal on the planet.
153,"Relative to its size, the barnacle has the largest penis in the animal kingdom."
154,The world's smallest mammal is the bumblebee bat.
155,Coca-Cola was the first soft drink ever consumed in space.
156,The average person spends about six months of their life brushing their teeth.
157,"Hot water freezes faster than cold water in certain conditions, a phenomenon known as the Mpemba effect."
158,"The term ""astronaut"" comes from Greek words meaning ""star sailor."""
159,"Your heart beats about 100,000 times a day."
160,"The Eiffel Tower was originally intended for Barcelona, but the city rejected the design."
161,"Elephants can ""hear"" through their feet by sensing seismic vibrations in the ground."
162,There are more possible configurations of a Rubik's Cube than there are seconds since the beginning of the universe.
163,"Crayola means ""oily chalk"" in French."
164,A cat's nose print is as unique as a human fingerprint.
165,"The original Monopoly game featured real estate in Atlantic City, New Jersey."
166,Strawberries are the only fruit that bear their seeds on the outside.
167,The national anthem of Greece has 158 verses.
168,A male emperor penguin can go without eating for up to 120 days while incubating an egg.
169,The world's longest bridge is over 100 miles long and is located in China.
170,Sea sponges have been around for over 500 million years.
171,Humans share 50 percent of their DNA with bananas.
172,An apple can float in water because it is 25 percent air.
173,The first vending machine was invented in Roman Egypt and dispensed holy water.
174,"A zebra is actually white with black stripes, not the other way around."
175,The fingerprints of a koala are so similar to human ones that they have been confused at crime scenes.
176,"A bolt of lightning can reach 30,000 kelvins which is five times hotter than the sun."
177,Sloths can move faster in water than they can on land.
178,The distance from your wrist to your elbow is the same as the length of your foot.
179,A group of crows is called a murder.
180,The original name for the butterfly was flutterby.
181,Humans are the only animals that blush.
182,The moon is 400 times smaller than the sun but also 400 times closer to Earth.
183,A cow can be led upstairs but not downstairs because their knees do not bend that way.
184,The plastic tips on the ends of shoelaces are called aglets.
185,A grizzly bear's bite is strong enough to crush a bowling ball.
186,There is a town in Norway called Hell that freezes over every winter.
187,The tiny pocket in your jeans was originally designed to hold a pocket watch.
188,A single strand of spider silk as thick as a pencil could stop a Boeing 747 in flight.
189,The word oxygen was coined by Antoine Lavoisier in 1777.
190,Your tongue is the only muscle in your body that is attached at only one end.
191,The heart of a blue whale is so large that a human could swim through its arteries.
192,The total number of possible combinations on a standard Rubik's Cube is over 43 quintillion.
193,Wombats are the only animals in the world that have cube-shaped poop.
194,The king of hearts is the only king in a deck of cards without a mustache.
195,A group of flamingos is called a flamboyance.
196,"Honey never spoils and can remain edible for over 3,000 years."
197,The average person spends about six months of their life waiting for red lights to turn green.
198,The first person to reach the South Pole was Roald Amundsen in 1911.
199,A snail can sleep for three years if the weather is too dry.
200,The longest recorded flight of a chicken is 13 seconds.
201,There are more possible iterations of a game of chess than there are atoms in the observable universe.
202,The national animal of Scotland is the unicorn.
203,An adult human has 206 bones while a baby has about 300.
204,The city of Istanbul is the only city in the world located on two continents.
205,There are more life forms living on your skin than there are people on the planet.
206,The dot over the lowercase letter i is called a tittle.
207,The word muscle comes from a Latin term meaning little mouse.
208,A woodpecker can peck 20 times per second without getting a headache.
209,There are no bridges over the Amazon River.
210,The world's oldest living land animal is a tortoise named Jonathan born in 1832.
211,"A bolt of lightning is large enough to toast 100,000 slices of bread."
212,The average cloud contains about 500 tons of water.
213,The infinity symbol is technically called a lemniscate.
214,A single strand of spider silk wrapped around the world would weigh only 17 ounces.
215,"The blue whale is the largest animal to ever live, even bigger than any dinosaur."
216,Peanuts are used as an ingredient in making dynamite.
217,"Cows can sleep standing up, but they can only dream while lying down."
218,"The word ""set"" has the highest number of different definitions in the English dictionary."
219,A cat has 32 muscles in each ear.
220,The moon has its own time zone called Lunar Standard Time.
221,There is a town in Alaska called Talkeetna that had a cat as its mayor for 20 years.
222,The human heart pumps enough blood in a lifetime to fill three supertankers.
223,"In Switzerland, it is illegal to own just one guinea pig because they get lonely."
224,The surface area of a human brain is roughly the size of a pillowcase when flattened.
225,A full NASA space suit costs about 12 million dollars.
226,"A single lightning bolt has enough energy to cook 100,000 pieces of toast."
227,The inventor of the Frisbee was turned into a Frisbee after he was cremated.
228,Bananas are radioactive because they contain high levels of potassium.
229,"The total length of all the blood vessels in an adult body is about 60,000 miles."
230,The small dent in the skin below your nose and above your lip is called the philtrum.
231,A group of porcupines is called a prickle.
232,Honeybees can fly at speeds of up to 15 miles per hour.
233,A single human brain cell can hold five times as much information as the Encyclopedia Britannica.
234,The first orange to arrive in Europe was actually green.
235,There are more possible ways to arrange a deck of cards than there are stars in the galaxy.
236,An ostrich can run faster than a horse.
237,A bolt of lightning is five times hotter than the surface of the sun.
238,Sloths can hold their breath underwater for up to 40 minutes.
239,A group of hippos is called a bloat.
240,"The state of Rhode Island is smaller than the city of Jacksonville, Florida."
241,The moon is drifting away from Earth at a rate of 1.5 inches per year.
242,The average person produces enough saliva in their life to fill two swimming pools.
243,"There is no ""m"" or ""b"" in the entire number sequence from 1 to 999,999,999."
244,The human nose can detect over one trillion different scents.
245,A group of pugs is called a grumble.
246,The first computer was called ENIAC and weighed over 27 tons.
247,"The world's smallest country, Vatican City, has its own post office and currency."
248,A shrimp's heart is located in its head.
249,The Great Wall of China is the only man-made structure visible from the moon (this is a myth; it's not actually visible).
250,"The world's oldest piece of chewing gum is over 9,000 years old."
251,A single tree can provide enough oxygen for two people for a whole year.
252,"The word ""checkmate"" comes from the Persian phrase ""Shah Mat,"" meaning ""the king is dead."""
253,The heart of a blue whale is so big a human could swim through its arteries.
254,A group of jellyfish is called a smack.
255,The first commercial flight took place in 1914 and lasted only 23 minutes.
256,The average person spends about 90 days on the toilet over their lifetime.
257,A group of ferrets is called a business.
258,The human eye can distinguish about 10 million different colors.
259,A bolt of lightning can strike the same place twice.
260,A bolt of lightning can strike the same place twice.
261,"The word ""alphabet"" comes from the first two letters of the Greek alphabet: alpha and beta."
262,The average person walks the equivalent of three times around the world in a lifetime.
263,An octopus has nine brains: one central brain and one in each of its eight arms.
264,The world’s smallest fruit is the size of a grain of sand and comes from the Wolffia plant.
265,"A bolt of lightning can reach a temperature of 30,000 kelvins."
266,"The inventor of the Pringles can, Fredric Baur, is buried in one."
267,The tiny hole at the bottom of a BIC pen cap is there to prevent choking if swallowed.
268,"The original name for the butterfly was ""flutterby."""
269,Your heart is roughly the size of your two hands clasped together.
270,Honeybees can flap their wings 200 times per second.
271,The small dent in the skin between your nose and your upper lip is called the philtrum.
272,"The total number of possible combinations on a standard Rubik's Cube is 43,252,003,274,489,856,000."
273,A group of frogs is called an army.
274,The distance between your thumb and your forefinger is the same as the length of your nose.
275,"The word ""nerd"" was first coined by Dr. Seuss in 1950."
276,A cow can be led upstairs but not downstairs because its knees do not bend that way.
277,The plastic tips on the ends of shoelaces are called aglets.
278,There is a town in Norway called Hell that freezes over every winter.
279,The tiny pocket in your jeans was originally designed to hold a pocket watch.
280,A single strand of spider silk as thick as a pencil could stop a Boeing 747 in flight.
281,Your tongue is the only muscle in your body that is attached at only one end.
282,The average person spends about six months of their life waiting for red lights to turn green.
283,The longest recorded flight of a chicken is 13 seconds.
284,There are more possible iterations of a game of chess than there are atoms in the observable universe.
285,There are more possible iterations of a game of chess than there are atoms in the observable universe.
286,The state of Wyoming only has two sets of escalators in the entire state.
287,"The moon is actually lemon-shaped, not a perfect sphere."
288,Honeybees can recognize human faces.
289,The original name for Bank of America was Bank of Italy.
290,Sea otters hold hands while they sleep so they don't drift apart.
291, Scotland has 421 words for snow.
292,It is impossible to hum while holding your nose.
293,Chewing gum while peeling onions will keep you from crying.
294,"The total length of all the blood vessels in a human body is about 60,000 miles."
295,A group of hippos is called a bloat.
296,Russia has more surface area than Pluto.
297,A jellyfish is 95 percent water.
298,There is a species of jellyfish that is biologically immortal.
299,The Eiffel Tower can be 15 cm taller during the summer due to thermal expansion.
300,Bees can fly higher than Mount Everest.
301,"The word ""nerd"" was first coined by Dr. Seuss."
302,The world’s oldest known recipe is for beer.
303,An eagle can kill a young deer and fly away with it.
304,"A strawberry is not actually a berry, but a banana is."
305,A day on Venus is longer than a year on Venus.
306,The average person spends two weeks of their life kissing.
307,A blue whale's heart only beats nine times per minute.
308,"The inventor of the light bulb, Thomas Edison, was afraid of the dark."
309,"In the UK, it is illegal to handle a salmon in suspicious circumstances."
310,"The word ""set"" has more definitions than any other word in the English language."
311,A group of kittens is called a kindle.
312,"The world's smallest mammal is the bumblebee bat, which weighs less than a penny."
313,It takes 8 minutes and 20 seconds for light to travel from the sun to the Earth.
314,A crocodile can't stick its tongue out.
315,The unique smell of rain is called petrichor.
316,Your skin is the body's largest organ.
317,The tongue is the strongest muscle in the human body relative to its size.
318,"The word ""uncopyrightable"" is the longest English word that can be written without repeating any letters."
319,"A bolt of lightning can reach 30,000 degrees Celsius."
320,The total number of keys on a standard piano is 88.
321,"A cow produces nearly 200,000 glasses of milk in its lifetime."
322,The first car was invented in 1886 by Karl Benz.
323,Humans are the only animals that have chins.
324,The scientific term for brain freeze is sphenopalatine ganglioneuralgia.
325,The heart of a blue whale is so large that a human could swim through its arteries.
326,"The letter ""e"" is the most common letter in the English language."
327,"The Great Wall of China is about 13,171 miles long."
328,A group of ravens is called an unkindness.
329,The first person to reach the North Pole was Robert Peary in 1909.
330,A single strand of spider silk as thick as a pencil could stop a Boeing 747 in flight.
331,The surface area of a human lung is roughly the size of a tennis court.
332,The inventor of the Frisbee was turned into a Frisbee after he was cremated.
333,The scent of pumpkin pie is proven to be an aphrodisiac for men.
334,Mount Everest is not the tallest mountain on Earth if measured from base to peak.
335,It takes a drop of water 90 days to travel the entire length of the Mississippi River.
336,The average person spends about six months of their life brushing their teeth.
337,Hot water freezes faster than cold water in certain conditions.
338,"The term ""astronaut"" comes from Greek words meaning ""star sailor."""
339,There are more possible configurations of a Rubik's Cube than there are seconds since the beginning of the universe.
340,The world's smallest mammal is the bumblebee bat.
341,It takes 8 minutes and 20 seconds for light to travel from the sun to the Earth.
342,The tongue is the strongest muscle in the human body relative to its size.
343,The scientific term for brain freeze is sphenopalatine ganglioneuralgia.
344,It takes a drop of water 90 days to travel the entire length of the Mississippi River.
345,The national anthem of Greece has 158 verses.
346,A male emperor penguin can go without eating for up to 120 days.
347,The world's longest bridge is over 100 miles long and is located in China.
348,A group of turkeys is called a rafter.
349,The heart of a blue whale is so large that its heartbeat can be detected from two miles away.
350,Lighters were invented before matches.
351,A group of rats is called a mischief.
352,The original name for the peace sign was the Nuclear Disarmament symbol.
353,The eye of a giant squid is roughly the size of a dinner plate.
354,A person will lose about 40 pounds of skin in their lifetime.
355,"The total number of hairs on a human head is roughly 100,000."
356,An individual blood cell takes about 60 seconds to make a complete circuit of the body.
357,"The phrase ""sixth sick sheik's sixth sheep's sick"" is believed to be the toughest tongue twister in English."
358,There are more possible ways to shuffle a deck of cards than there are seconds since the Big Bang.
359,The world's largest waterfall is actually underwater in the Denmark Strait.
360,A group of jellyfish is called a smack.
361,A group of stingrays is called a fever.
362,Human teeth are as strong as shark teeth.
363,"A group of peacocks is called a ""muster."""
364,"The original purpose of the ""save"" icon in software is a 3.5-inch floppy disk, which most children today have never seen."
365,"In 1923, a jockey named Frank Hayes won a race at Belmont Park despite being dead; he suffered a heart attack mid-race."
366,"The ""D"" in D-Day doesn't stand for anything specific; it just stands for ""Day,"" a military code for the start of an operation."
367,The 50-star US flag was designed by a 17-year-old for a school project; he originally received a B-minus.
368,"A ""moment"" was a medieval unit of time equal to 90 seconds."
369,"In many parts of the world, ""white noise"" is used, but there is also ""pink noise,"" ""brown noise,"" and ""blue noise"" with different frequencies."
370,"The name ""Adidas"" is not an acronym for ""All Day I Dream About Sport""; it comes from the founder’s name, Adolf ""Adi"" Dassler."
371,"The small plastic piece inside a pizza box is officially called a ""pizza saver."""
372,The human body contains enough fat to make seven bars of soap.
373,"Honey is the only food that includes all the substances necessary to sustain life, including enzymes, vitamins, minerals, and water."
374,"The word ""queue"" is the only word in the English language that is still pronounced the same way when the last four letters are removed."
375,Beetles make up one-quarter of all known animal species on Earth.
376,"The total population of Mars is currently zero, but it is entirely inhabited by robots."
377,"A ""jiffy"" is an actual unit of time used in computer engineering, representing $1/100$th of a second."
378,The original name for New York was New Amsterdam.
379,"Cashew nuts grow on the bottom of a fruit called a ""cashew apple."""
380,"The first person to use an ""@"" symbol in an email was Ray Tomlinson in 1971."
381,"Strawberries are not technically berries, but watermelons and pumpkins are."
382,"The world's smallest mountain is Mount Wycheproof in Australia, standing only 141 feet above the surrounding terrain."
383,Otters have a flap of skin under their front legs that acts like a pocket for storing their favorite rocks.
384,"The human eye is so sensitive that if the Earth were flat and it were a dark night, you could see a candle's flame from 30 miles away."
385,Vultures urinate on their own legs to cool themselves down and kill bacteria.
386,The first novel ever written on a typewriter was Tom Sawyer by Mark Twain.
387,"Japan has over 5 million vending machines, the highest density in the world."
388,"The ""G"" in ""G-string"" refers to the musical note G, as the garment resembles a thin violin string."
389,Kangaroos cannot walk backward.
390,Iceland is the only country in the world that does not have any mosquitoes.
391,The average person will grow about 590 miles of hair in their lifetime.
392,Blueberry plants are one of the few plants on Earth that produce naturally blue pigment.
393,The tongue of a chameleon is twice as long as its entire body.
394,The Sahara Desert expands by about 30 miles every year.
395,Male seahorses are the ones who give birth to their young.
396,Bananas are slightly radioactive because they contain the isotope Potassium-40.
397,An octopus can squeeze through any hole that is larger than its beak.
398,The first Ford cars used engines made by Dodge.
399,Russia has 11 different time zones.
400,The heart of a shrimp is located in its head.
401,"A ""glockenspiel"" is a musical instrument whose name translates from German as ""play of bells."""
402,Polar bears have black skin underneath their white fur to soak up the sun's rays.
403,"The wood frog can survive being frozen solid during winter and then ""thaw"" back to life in the spring."
404,"A group of squirrels is called a ""scurry."""
405,The world's longest wedding veil was longer than 63 football fields.
406,"Pound for pound, wood is stronger than steel."
407,Apples belong to the same family of plants as roses.
408,"The word ""checkmate"" comes from the Persian phrase ""Shah Mat,"" meaning ""the King is helpless."""
409,Elephants are the only animals that cannot jump.
410,"Dolphins have names for each other, consisting of unique whistles."
411,"Nutmeg is a hallucinogen if consumed in large enough quantities, due to a compound called myristicin."
412,"A ""blue moon"" is the second full moon in a single calendar month."
413,"The letter ""Q"" is the only letter that does not appear in the name of any US state."
414,"Scotland has 421 different words for ""snow,"" including ""snaw,"" ""sneesl,"" and ""skelf."""
415,The 100 folds in a chef's hat (toque) represent the 100 ways to cook an egg.
416,"A ""butt"" was a medieval unit of measurement for wine, equal to 126 gallons."
417,The average lead pencil can draw a line about 35 miles long.
418,"Cows have ""best friends"" and get stressed when they are separated."
419,"The ""space"" between your nostrils is called the ""columella nasi."""
420,Iceland does not have a single McDonald's restaurant in the entire country.
421,The tongue of a chameleon is twice as long as its entire body length.
422,Human teeth are the only part of the body that cannot heal themselves.
423,An octopus has three hearts and blue blood.
424,"The small plastic piece in the middle of a pizza box is called a ""pizza saver."""
425,"A group of ferrets is called a ""business."""
426,The sound of a Star Wars lightsaber was created by combining the hum of an old movie projector and interference from a TV set.
427,"The ""G"" in G-string refers to the musical pitch of the string on a violin."
428,The first person to survive going over Niagara Falls in a barrel was a 63-year-old teacher.
429,"A group of lemurs is called a ""conspiracy."""
430,"The word ""alphabet"" comes from the first two letters of the Greek alphabet: Alpha and Beta."
431,"Honey is the only food that will never spoil; edible honey was found in 3,000-year-old Egyptian tombs."
432,"The word ""sarcasm"" comes from the Greek word ""sarkazein,"" which literally means ""to strip the flesh."""
433,The only part of the body with no blood supply is the cornea of the eye; it receives oxygen directly from the air.
434,"A ""clowder"" is the specific collective noun for a group of adult cats."
435,"A ""clowder"" is the specific collective noun for a group of adult cats."
436,The inventor of the Pringles can was buried in one (his ashes were placed in a Pringles can at his request).
437,"A ""pandemonium"" is the collective noun for a group of parrots."
438,"A ""wisdom"" is the collective noun for a group of wombats."
439,"A ""cackle"" is the collective noun for a group of hyenas."
440,"A ""conspiracy"" is the collective noun for a group of lemurs."
441,"The small dent below your nose and above your lip is called the ""philtrum."""
442,The wood frog can hold its pee for up to eight months to survive the winter.
443,"A ""tower"" is the collective noun for a group of giraffes."
444,"A ""crash"" is the collective noun for a group of rhinos."
445,"A ""glaring"" is the collective noun for a group of cats that are strangers to each other."
446,"A ""pod"" is the collective noun for a group of dolphins or whales."
447,"A ""megadeath"" is an actual unit of measurement used in nuclear warfare to describe one million deaths."
448,"The 10th President of the US, John Tyler (born 1790), has a living grandson as of the early 21st century."
449,"The ""clutter"" is the term for a group of spiders."
450,The first fax machine was patented in 1843—decades before the telephone.
451,"A ""mumble"" is the collective noun for a group of moles."
452,The Great Wall of China is held together by a mortar made of sticky rice.
453,"The ""pigeon"" is the only bird that can drink water by sucking it up like a straw."
454,"A ""skulk"" is the collective noun for a group of foxes."
455,The first toy ever advertised on television was Mr. Potato Head.
456,"A ""labor"" is the collective noun for a group of moles (alternating with mumble)."
457,"The ""grawlix"" is the series of symbols (like $@#!%$) used to represent swear words in comics."
458,"A ""gaggle"" only refers to geese when they are on the ground; in the air, they are a ""skein."""
459,"The ""lunula"" is the white, half-moon shape at the base of your fingernail."
460,"A ""streak"" is the collective noun for a group of tigers."
461,"The ""vowelless"" country is Kyrgyzstan (it contains no standard 'a, e, i, o, u' vowels)."
462,"A ""romp"" is the collective noun for a group of otters."
463,"The ""Bayer"" pharmaceutical company originally trademarked the word ""Heroin."""
464,"A ""petechi"" is the term for the tiny red dots that appear on skin from broken capillaries."
465,"The ""standard"" duration of a sitcom (22 minutes) was designed to accommodate 8 minutes of commercials. "
466,"A ""rhumba"" is the collective noun for a group of rattlesnakes."
467,"The ""collywobbles"" is the medical term for a rumbling stomach or ""butterflies."""
468,"A ""shrewdness"" is the collective noun for a group of apes."
469,"The ""first"" person to be profile-featured on a US coin while still alive was Calvin Coolidge."
470,"A ""panting"" is the collective noun for a group of grasshoppers."
471,"The ""canthus"" is the corner of the eye where the upper and lower lids meet."
472,"A ""dazzle"" is the collective noun for a group of zebras."
473,"The ""can opener"" was invented 45 years after the tin can itself."
474,"A ""shadow"" is the collective noun for a group of jaguars."
475,"The ""smallest"" bone in the human body is the stapes, located in the ear."
476,"The ""Pacific Ocean"" was named by Ferdinand Magellan, meaning ""peaceful sea."""
477,"The ""monopoly"" mascot’s full name is Rich Uncle Pennybags."
478,"The ""Barbie"" doll’s full name is Barbara Millicent Roberts."
479,"A ""convocation"" is the collective noun for a group of eagles."
480,"The ""YKK"" on your zipper stands for Yoshida Kogyo Kabushikigaisha."
481,"A ""bed"" is the collective noun for a group of oysters."
482,"The ""first"" computer virus, ""Creeper,"" was created in 1971 as a harmless experiment."
483,"A ""leap"" is the collective noun for a group of leopards."
484,"A ""hover"" is the collective noun for a group of trout."
485,"The""world's"" oldest hotel, Nishiyama Onsen Keiunkan, has been operating since 705 AD."
486,"The ""Bixby Letter"" was a famous letter sent by Abraham Lincoln to a mother who supposedly lost five sons in the Civil War."
487,"A ""fluther"" is the collective noun for a group of jellyfish."
488,"The ""Kármán line"" is the recognized boundary between Earth's atmosphere and outer space, at an altitude of 100 km."
489,"A ""bellowing"" is the collective noun for a group of bullfinches."
490,"The ""H"" in ""Jesus H. Christ"" likely originates from the Greek monogram for Jesus, ""IHS."""
491,"The ""Agatha Christie"" novel And Then There Were None is the best-selling mystery novel of all time."
492,"A ""skulk"" is the collective noun for a group of foxes."
493,"The ""first"" person to be awarded two Nobel Prizes in different sciences was Marie Curie."
494,"A ""pitying"" is the collective noun for a group of turtledoves."
495,"The ""average"" American spends about 2.5 days a year looking for misplaced items."
496,"A ""mustering"" is the collective noun for a group of storks."
497,"The ""original"" color of carrots was purple, not orange."
498,"A ""shrewdness"" is the collective noun for a group of apes."
499,"The ""total"" surface area of the Earth is about 197 million square miles."
500,"A ""tiding"" is the collective noun for a group of magpies."
501,"The ""world's"" most expensive book ever sold was the Codex Leicester by Leonardo da Vinci, bought by Bill Gates."
502,"A ""descension"" is the collective noun for a group of woodpeckers."
503,"A ""mutation"" is the collective noun for a group of thrushes."
504,"The ""first"" frozen food was marketed by Clarence Birdseye in 1930."
505,"A ""pantomime"" is the collective noun for a group of parrots."
506,"The ""largest"" bird nest ever recorded was built by a pair of bald eagles and weighed over two tons."
507,"A ""nye"" is the collective noun for a group of pheasants."
508,"The ""human"" body contains about 0.2 milligrams of gold, mostly in the blood."
